Event,Site,Date,Round,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination,Moves,NumMoves
Rated Blitz game,https://lichess.org/0BhVCuax,2025.07.01,-,edas,Eelzor,1-0,2025.07.01,00:00:32,1935,1988,+7,-6,A48,East Indian Defense,180+0,Normal,1. d4 1... Nf6 2. Nf3 2... g6 3. Nbd2 3... Bg7 4. e3 4... O-O 5. Bd3 5... d6 6. b3 6... Nbd7 7. Bb2 7... Re8 8. Qe2 8... e5 9. dxe5 9... dxe5 10. e4 10... Nc5 11. Nc4 11... Ng4 12. h3 12... Nh6 13. Bxe5 13... Nxd3+ 14. Qxd3 14... Qe7 15. Bxg7 15... Kxg7 16. O-O-O 16... Qxe4 17. Qc3+ 17... Kg8 18. Rhe1 18... Qf4+ 19. Kb1 19... Rxe1 20. Rxe1 20... Bf5 21. Re7 21... Rd8 22. Nfd2 22... b5 23. Ne5 23... Qxd2 24. Qxd2 24... Rxd2 25. Rxc7 25... Rxf2 26. g4 26... Be6 27. Rxa7 27... Rh2 28. Nf3 28... Rxh3 29. Ng5 29... Rh1+ 30. Kb2 30... Nxg4 31. Nxe6 31... fxe6 32. Rb7 32... e5 33. Rxb5 33... h5 34. a4 34... e4 35. a5 35... Rd1 36. a6 36... Rd8 37. a7 37... Kf7 38. Rb8 38... Ke7 39. a8=Q 39... Rxb8 40. Qxb8 40... e3 41. Qb7+ 41... Kf6 42. Qe4 42... Kg5 43. b4 43... h4 44. b5 44... h3 45. b6 45... h2 46. b7 46... Nf2 47. Qg2+ 47... Kf4 48. b8=Q+ 48... Kf5 49. Qgxh2 49... g5 50. Qf8+ 50... Ke4 51. Qhxf2 51... exf2 52. Qxf2 52... g4 53. Qg3 53... Kf5 54. c4 54... Kg5 55. c5 55... Kf6 56. Qxg4 56... Ke7 57. Qg6 57... Kd7 58. c6+ 58... Kc7 59. Qh6 59... Kd8 60. Qh7 60... Kc8 61. c7 61... Kb7 62. c8=Q+ 62... Kxc8 63. Kb3 63... Kb8 64. Kc4 64... Kc8 65. Kc5 65... Kd8 66. Kc6 66... Ke8 67. Kd6 67... Kf8 68. Ke6 68... Ke8 69. Qh8#,68
Rated Blitz game,https://lichess.org/3dMVtI7J,2025.07.01,-,solange62180,nn1856,0-1,2025.07.01,00:00:32,1375,1374,-5,+7,C50,Italian Game: Anti-Fried Liver Defense,180+0,Normal,1. e4 1... e5 2. Nf3 2... Nc6 3. Bc4 3... h6 4. O-O 4... Nf6 5. d4 5... Nxe4 6. dxe5 6... d6 7. exd6 7... Nxd6 8. Re1+ 8... Be7 9. b3 9... O-O 10. Ne5 10... Nxc4 11. Nxc6 11... Qxd1 12. Rxd1 12... bxc6 13. bxc4 13... Bc5 14. Ba3 14... Bxa3 15. Nxa3 15... Ba6 16. Rd7 16... Rac8 17. c5 17... Rfd8 18. Rxd8+ 18... Rxd8 19. h3 19... Rd2 20. Rb1 20... g5 21. Rb8+ 21... Kg7 22. Rc8 22... Rd1+ 23. Kh2 23... Ra1 24. Rxc7 24... Rxa2 25. Nb1 25... Bb5 26. Nc3 26... Rxc2 27. Nxb5 27... cxb5 28. Rxa7 28... Rxc5 29. Ra5 29... f5 30. g4 30... fxg4 31. hxg4 31... Kf6 32. Kg3 32... Rc3+ 33. f3 33... b4 34. Ra6+ 34... Kg7 35. Ra8 35... b3 36. Rb8 36... Kf6 37. Kf2 37... Rc2+ 38. Ke1 38... b2 39. Kd1 39... Rc1+ 40. Kd2 40... b1=Q 41. Rxb1 41... Rxb1 42. Ke3 42... Rb3+ 43. Ke4 43... Rb4+ 44. Ke3 44... Ke5 45. Kf2 45... Kf4 46. Ke2 46... Rb3 47. Kf2 47... Rc3 48. Kg2 48... Rxf3 49. Kg1 49... Kg3 50. Kh1 50... Ra3 51. Kg1 51... Ra1#,51
Rated Blitz game,https://lichess.org/vc8C0gZe,2025.07.01,-,SixxPack400,Euby5241,0-1,2025.07.01,00:00:32,1138,1014,-7,+8,C20,Center Game,180+0,Normal,1. e4 1... e5 2. d4 2... f6 3. d5 3... d6 4. Ne2 4... Ne7 5. Ng3 5... Ng6 6. h3 6... Be7 7. Nf5 7... O-O 8. Nxe7+ 8... Qxe7 9. Bc4 9... c6 10. dxc6+ 10... Kh8 11. Bd5 11... bxc6 12. Bxc6 12... Nxc6 13. O-O 13... Nd4 14. c3 14... Nc6 15. Na3 15... Bb7 16. Nc4 16... Nd8 17. Be3 17... Bxe4 18. f3 18... Bc6 19. Nd2 19... Rc8 20. c4 20... a5 21. b3 21... Bb7 22. a4 22... Nc6 23. Ne4 23... Nb4 24. Ng3 24... Qc7 25. Nf5 25... Qf7 26. Nxd6 26... Qe7 27. Nxc8 27... Bxc8 28. c5 28... Bxh3 29. gxh3 29... Qe6 30. Kh2 30... f5 31. Bg5 31... Qc6 32. Rf2 32... Qxc5 33. Rc1 33... Qxf2+,33
Rated Blitz game,https://lichess.org/mRm0H8SV,2025.07.01,-,Roi957,BraulioCVP,0-1,2025.07.01,00:00:32,1885,1851,-6,+7,D00,"Queen's Pawn Game: Accelerated London System, Steinitz Countergambit",180+0,Normal,1. d4 1... d5 2. Bf4 2... c5 3. e3 3... Nc6 4. c3 4... Nf6 5. Nf3 5... cxd4 6. exd4 6... Bg4 7. Nbd2 7... e6 8. Bd3 8... Bd6 9. Bxd6 9... Qxd6 10. Qb3 10... Rb8 11. O-O 11... h5 12. Rfe1 12... O-O 13. Ne5 13... Nd7 14. Nxg4 14... hxg4 15. Qd1 15... Nf6 16. Be2 16... g6 17. Bxg4 17... Kg7 18. Qf3 18... Rh8 19. g3 19... e5 20. Kg2 20... e4 21. Qe3 21... Nxg4 22. h4,21
Rated Blitz game,https://lichess.org/YqvcKpn4,2025.07.01,-,jhankachess,Kraftfull,1-0,2025.07.01,00:00:32,1340,1336,+7,-6,B01,Scandinavian Defense: Modern Variation,180+0,Normal,1. e4 1... d5 2. exd5 2... Nf6 3. c4 3... g6 4. Nc3 4... Bg7 5. Bd3 5... Bg4 6. Nf3 6... Nbd7 7. h3 7... Bxh3 8. Rxh3 8... Nc5 9. Bc2 9... a6 10. d3 10... b5 11. Be3 11... Ncd7 12. cxb5 12... axb5 13. Nxb5 13... Nh5 14. Ng5 14... O-O 15. g4 15... Nhf6 16. Bd4 16... Nxg4 17. Qxg4 17... Bxd4 18. Nxd4 18... h5 19. Qf3 19... Ne5 20. Qe3 20... Ng4 21. Qe4 21... c5 22. f3 22... Nf6 23. Qe3 23... cxd4 24. Qxd4 24... e6 25. a3 25... exd5 26. O-O-O 26... Qc8 27. Qxf6 27... Qxh3 28. Nxh3 28... Ra7 29. Re1 29... Rc8 30. Re7 30... Raa8 31. Qxf7+ 31... Kh8 32. Qg7#,31
Rated Blitz game,https://lichess.org/wddYEsm0,2025.07.01,-,Obeevee,Melgar1,0-1,2025.07.01,00:00:32,1654,1701,-5,+5,A46,Indian Defense: London System,180+0,Normal,1. d4 1... Nf6 2. Nf3 2... e6 3. Bf4 3... d5 4. c3 4... h6 5. e3 5... Bd6 6. Bg3 6... Bxg3 7. hxg3 7... Nbd7 8. Nbd2 8... c5 9. Qc2 9... c4 10. b3 10... b5 11. e4 11... O-O 12. Be2 12... Bb7 13. e5 13... Ne4 14. Nxe4 14... dxe4 15. Nd2 15... f5 16. exf6 16... Nxf6 17. O-O-O 17... cxb3 18. Qxb3 18... Bd5 19. Qb2 19... Qa5 20. a3 20... a6 21. Nb3 21... Qb6 22. g4 22... Rac8 23. Nc5 23... Rxc5 24. dxc5 24... Qxc5 25. Rd4 25... Rc8 26. Kd2 26... e5 27. Rb4 27... Qxf2 28. Rf1 28... e3+ 29. Kd3 29... Qxg2 30. Kxe3 30... Be6 31. Rf2 31... Qc6 32. Kd2 32... Nd5 33. Re4 33... Nxc3 34. Rxe5 34... Qd6+ 35. Ke1 35... Qxe5 36. g5 36... Bg4 37. Qb3+ 37... Kh7 38. Qc2+ 38... g6 39. Rf7+ 39... Kg8 40. Qb3 40... Qxe2#,40
Rated Blitz game,https://lichess.org/8GWm2WtW,2025.07.01,-,GabrielGuillen,hamed_m,1-0,2025.07.01,00:00:32,1816,1829,+5,-6,C30,King's Gambit Declined: Queen's Knight Defense,180+0,Normal,1. e4 1... e5 2. f4 2... Nc6 3. Nf3 3... d6 4. Bc4 4... Bg4 5. O-O 5... Qd7 6. f5 6... O-O-O 7. Nc3 7... Nd4 8. Nd5 8... h5 9. c3 9... Nc6 10. Qb3 10... Nf6 11. d3 11... Na5 12. Qb4 12... Nxc4 13. Qxc4 13... c6 14. Nb4 14... d5 15. exd5 15... Nxd5 16. Nxd5 16... Qxd5 17. Qxd5 17... cxd5 18. Nxe5 18... Bd6 19. Nxf7 19... Rhf8 20. Nxd8 20... Kxd8 21. f6 21... gxf6 22. Bf4 22... Bc5+ 23. d4 23... Bb6 24. Bd6 24... Rg8 25. Rxf6 25... Bf3 26. Rxf3 26... h4 27. Rf8+ 27... Rxf8 28. Bxf8 28... Kd7 29. Rf1 29... Kc6 30. Bc5 30... Kb5 31. Bxb6 31... Kxb6 32. Rf5 32... Ka5 33. Rxd5+ 33... b5 34. Rxb5+ 34... Kxb5 35. g4 35... h3 36. Kf2 36... a5 37. Kf3 37... Kc4 38. g5 38... Kb5 39. g6 39... Ka4 40. g7 40... Kb5 41. g8=Q 41... Ka4 42. Qe8#,41
Rated Blitz game,https://lichess.org/O2Mxxyo5,2025.07.01,-,johnbuitrago,SHARA1313,0-1,2025.07.01,00:00:32,2040,1995,-6,+7,D00,Queen's Pawn Game: Accelerated London System,180+0,Normal,1. d4 1... d5 2. Bf4 2... Nf6 3. e3 3... Bg4 4. Nf3 4... e6 5. h3 5... Bh5 6. g4 6... Bg6 7. Ne5 7... c6 8. h4 8... h6 9. Nxg6 9... fxg6 10. Bd3 10... Ne4 11. f3 11... Nd6 12. Bxg6+ 12... Kd7 13. O-O 13... Be7 14. e4 14... Bxh4 15. Bxd6 15... Kxd6 16. exd5 16... cxd5 17. Nc3 17... a6 18. Qe2 18... Qf6 19. Bd3 19... Nc6 20. Na4 20... Qxd4+ 21. Kh1 21... Qxa4 22. b3 22... Qf4 23. Rad1 23... Qg3 24. Rde1 24... Qh3+ 25. Kg1 25... Bxe1 26. Rxe1 26... Qg3+ 27. Kf1 27... Rae8 28. c4 28... Ne5 29. c5+ 29... Kxc5 30. Qe3+ 30... Kd6 31. Qb6+ 31... Ke7 32. Qc7+ 32... Kf6 33. Qc3 33... Qxf3+ 34. Kg1 34... Qxg4+ 35. Kh1 35... Qf3+ 36. Kg1 36... Qxd3 37. Qxe5+ 37... Kf7 38. Rf1+ 38... Kg8 39. Qf4 39... Kh7 40. Qc7 40... Qg6+ 41. Kh1 41... Rhf8 42. Rg1 42... Qh5+ 43. Kg2 43... Rf5 44. Kg3 44... Rf3+ 45. Kg2 45... Qg4+ 46. Kh1 46... Rh3+ 47. Qh2 47... Rxh2+ 48. Kxh2 48... Qh4+ 49. Kg2 49... Rf8 50. a4 50... Rf2#,50
Rated Blitz game,https://lichess.org/doacMvOY,2025.07.01,-,YSO_2023,Leckw,1-0,2025.07.01,00:00:32,1175,1148,+6,-9,C47,Four Knights Game: Italian Variation,180+0,Normal,1. e4 1... e5 2. Nf3 2... Nc6 3. Nc3 3... Nf6 4. Bc4 4... d6 5. d3 5... Qe7 6. Bg5 6... Be6 7. Bxe6 7... Qxe6 8. Bxf6 8... Qxf6 9. Nd5 9... Qe6 10. Nxc7+,9
Rated Blitz game,https://lichess.org/1yIohOd5,2025.07.01,-,cfalk29,Jonathan2453,1-0,2025.07.01,00:00:32,862,869,+6,-5,A01,Nimzo-Larsen Attack: Modern Variation,180+0,Time forfeit,1. b3 1... e5 2. f3 2... Nc6 3. d3 3... f6 4. e4 4... g6 5. Bb2 5... Bg7 6. g3 6... Nge7 7. f4 7... O-O 8. g4 8... d6 9. f5 9... gxf5 10. gxf5 10... b6 11. h4 11... Bd7 12. h5 12... Be8 13. h6 13... Nd4 14. hxg7 14... Rf7 15. Qh5 15... Rxg7 16. Qh6 16... Nexf5 17. exf5 17... Bc6 18. Bxd4 18... Bxh1 19. Qxh1 19... exd4 20. Bg2 20... Qe8+ 21. Ne2 21... Rd8 22. Bc6 22... Qe3 23. Qd5+ 23... Kh8 24. Qxd4 24... Re7 25. Be4 25... Qg5 26. Nd2 26... Qg4 27. O-O-O 27... Rg8 28. Nf3 28... Reg7 29. Qxf6 29... Qg2 30. Kd2 30... Qg4 31. Rg1,30
Rated Blitz game,https://lichess.org/dtWsXq4O,2025.07.01,-,Ignasiherms,qknightking,1-0,2025.07.01,00:00:32,1484,1496,+6,-6,C50,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",180+0,Time forfeit,1. e4 1... e5 2. Nf3 2... Nc6 3. Bc4 3... Nf6 4. d3 4... Bc5 5. Nc3 5... d6 6. h3 6... Nd4 7. Be3 7... Nxf3+ 8. Qxf3 8... Be6 9. Bxe6 9... fxe6 10. Bxc5 10... dxc5 11. Qg3 11... Qe7 12. Qxe5 12... O-O-O 13. O-O-O 13... h5 14. f3 14... h4 15. Nb5 15... a6 16. Nc3 16... Nh5 17. Ne2 17... g5 18. d4 18... cxd4 19. Rxd4 19... Rxd4 20. Qxd4 20... e5 21. Qe3 21... Nf4 22. Nxf4 22... gxf4 23. Qc3 23... Rd8 24. Rd1 24... Rxd1+ 25. Kxd1 25... Qd6+ 26. Qd3 26... Qxd3+ 27. cxd3 27... Kd7 28. Kd2 28... Kc6 29. Kc3 29... Kc5 30. b4+ 30... Kb5 31. a3 31... c5 32. Kb3 32... cxb4 33. axb4 33... b6 34. Kc3 34... a5 35. bxa5 35... bxa5 36. Kb3 36... a4+ 37. Ka3 37... Ka5 38. Ka2 38... Kb4 39. Kb2 39... a3+ 40. Ka2 40... Ka4 41. d4 41... exd4 42. e5 42... d3 43. e6 43... d2 44. e7 44... d1=Q 45. e8=Q+ 45... Kb4 46. Qe4+ 46... Kc3 47. Qe5+ 47... Kb4 48. Qe4+ 48... Kc3 49. Qc6+ 49... Kd2 50. Qd5+ 50... Ke2 51. Qxd1+ 51... Kxd1 52. Kxa3 52... Ke2 53. Kb4 53... Kf2 54. g3 54... Kxg3 55. Kc4 55... Kxf3 56. Kd4 56... Kg3 57. Ke5 57... f3 58. Ke4 58... f2 59. Ke5,58
Rated Blitz game,https://lichess.org/6Rr5Bx1E,2025.07.01,-,Ruyaadam,markemoon,1-0,2025.07.01,00:00:32,1559,1562,+6,-5,A00,Polish Opening: King's Indian Variation,180+0,Normal,1. b4 1... Nf6 2. Bb2 2... g6 3. e3 3... Bg7 4. c4 4... O-O 5. d4 5... d5 6. c5 6... Nc6 7. b5 7... Nb4 8. a3 8... Bg4 9. Be2 9... Bxe2 10. Nxe2 10... Nc2+ 11. Qxc2 11... Ne4 12. O-O 12... c6 13. a4 13... Qc7 14. Nbc3 14... Nf6 15. Qb3 15... Ng4 16. g3 16... Qd7 17. Kg2 17... Qf5 18. h3 18... Nf6 19. Rae1 19... cxb5 20. axb5 20... a6 21. b6 21... a5 22. Nf4 22... Ne4 23. Ncxd5 23... Qd7 24. Qc2 24... g5 25. Qxe4 25... gxf4 26. gxf4 26... Qc6 27. Kf3 27... e6 28. Ne7+,27
Rated Blitz game,https://lichess.org/oaXq7S9l,2025.07.01,-,DancyRaegan,Tenkoff_Alex,0-1,2025.07.01,00:00:32,1743,1758,-6,+6,C46,Three Knights Opening,180+0,Normal,1. e4 1... e5 2. Nf3 2... Nc6 3. Nc3 3... h6 4. Bb5 4... d6 5. d3 5... Bd7 6. Be3 6... Nf6 7. Qd2 7... Be7 8. O-O-O 8... a6 9. Ba4 9... b5 10. Bb3 10... Na5 11. Nd5 11... Nxb3+ 12. cxb3 12... Nxd5 13. exd5 13... Rc8 14. Kb1 14... c6 15. Rc1 15... cxd5 16. Rhg1 16... d4 17. Bxh6 17... Rxh6 18. g3 18... Bg4 19. Rxc8 19... Qxc8 20. Nh4 20... g5 21. Ng2 21... Rxh2 22. Ne1 22... Qf5 23. Qc2 23... Qxf2 24. Qc6+ 24... Bd7 25. Qa8+ 25... Bd8 26. Rh1 26... Qxb2#,26
Rated Blitz game,https://lichess.org/DUzMqQjI,2025.07.01,-,Skandinavos,saimonzz1975,1-0,2025.07.01,00:00:32,2078,2057,+6,-5,B00,"Nimzowitsch Defense: Kennedy Variation, Main Line",180+0,Normal,1. e4 1... e5 2. d4 2... Nc6 3. dxe5 3... Nxe5 4. f4 4... Ng6 5. Nc3 5... d6 6. Nf3 6... Bd7 7. Bc4 7... Bc6 8. O-O 8... Nh6 9. Qe1 9... Be7 10. Qg3 10... O-O 11. f5 11... Ne5 12. Nxe5 12... dxe5 13. Bxh6 13... Bf6 14. Bxg7 14... Bxg7 15. f6 15... Qd4+ 16. Kh1 16... Kh8 17. Qxg7#,16
Rated Blitz game,https://lichess.org/iubbZxga,2025.07.01,-,boris-mc-savior,octaviuuss,1-0,2025.07.01,00:00:32,1443,1469,+7,-6,C45,Scotch Game,180+0,Normal,1. e4 1... e5 2. Nf3 2... Nc6 3. d4 3... exd4 4. Nxd4 4... d6 5. Nxc6 5... bxc6 6. Bc4 6... Nf6 7. Bg5 7... h6 8. Bh4 8... Be7 9. Nc3 9... O-O 10. Qd2 10... Nxe4 11. Bxe7 11... Qxe7 12. Nxe4 12... Qxe4+ 13. Be2 13... Qxg2 14. O-O-O 14... Qxf2 15. Rdf1 15... Qb6 16. Rhg1 16... Kh7 17. Bd3+ 17... g6 18. h4 18... Rb8 19. b3 19... Kg7 20. h5 20... g5 21. Rxg5+ 21... hxg5 22. Qxg5+ 22... Kh8 23. Qh6+ 23... Kg8 24. Qh7#,23
Rated Blitz game,https://lichess.org/7AwbTdhz,2025.07.01,-,Npxh,Albadry,1-0,2025.07.01,00:00:32,1407,1435,+6,-6,B01,Scandinavian Defense: Valencian Variation,180+0,Time forfeit,1. e4 1... d5 2. exd5 2... Qxd5 3. Nc3 3... Qd8 4. Nf3 4... e6 5. Bb5+ 5... c6 6. Bc4 6... Nd7 7. O-O 7... Nb6 8. d3 8... Nxc4 9. dxc4 9... Qxd1 10. Rxd1 10... Ne7 11. Bf4 11... g6 12. Bd6 12... Nf5 13. Be5 13... Bg7 14. Bxg7 14... Nxg7 15. Ng5 15... O-O 16. Rd3 16... b5 17. cxb5 17... cxb5 18. Nxb5 18... Ba6 19. a4 19... Rab8 20. c4 20... Rb7 21. Rd6 21... Rb6 22. Rxb6 22... axb6 23. Rd1 23... Rb8 24. Rd7 24... f6 25. Ne4 25... f5 26. Ng5 26... h6 27. Nxe6 27... Nxe6 28. Rd6 28... Nc5 29. Rxg6+ 29... Kh7 30. Rf6 30... Nxa4 31. Rxf5 31... Nxb2 32. Rf4 32... Rc8 33. Nd6 33... Rc6 34. Rf6 34... Nxc4 35. Rf7+ 35... Kg8 36. Ra7 36... Bb5 37. Nxb5 37... Na5 38. h3 38... Rc5 39. Nd4 39... Rd5 40. Ne6 40... Rd6 41. Nf4 41... Rf6 42. g3 42... Nc4 43. Nd5 43... Rd6 44. Nf4 44... Rf6 45. Ra6 45... Kg7 46. Nd5 46... Rd6 47. Ne7 47... Kf6 48. Nc8 48... Rc6 49. Na7 49... Nd6 50. Nxc6 50... Ke6 51. Rxb6 51... Kd5 52. Ne7+ 52... Kc5 53. Ra6 53... Ne4 54. Rxh6 54... Kd4 55. Rh4 55... Ke5 56. Rxe4+ 56... Kxe4 57. h4 57... Ke5 58. Kg2 58... Kf6 59. Nd5+ 59... Ke6 60. Nf4+ 60... Kf5 61. Kh3 61... Kf6 62. f3 62... Kf5 63. g4+ 63... Kxf4 64. h5 64... Kxf3 65. h6 65... Kf4 66. h7 66... Kg5 67. h8=Q 67... Kf4 68. Qh5 68... Kf3 69. Qf5+,68
Rated Bullet game,https://lichess.org/LPRDEouY,2025.07.01,-,NAveevAN,ajedrezferni,1-0,2025.07.01,00:00:32,1894,1912,+6,-6,B20,Sicilian Defense: Snyder Variation,120+1,Normal,1. e4 1... c5 2. b3 2... d6 3. Bb2 3... Nf6 4. Bb5+ 4... Nbd7 5. d3 5... a6 6. Bxd7+ 6... Bxd7 7. Nd2 7... g6 8. f4 8... Bg7 9. Ngf3 9... O-O 10. O-O 10... Qc7 11. c4 11... b5 12. Qe1 12... Ng4 13. Bxg7 13... Kxg7 14. Qh4 14... Nf6 15. e5 15... dxe5 16. fxe5 16... Nh5 17. Qxe7 17... Rfe8 18. Qh4 18... Bc6 19. Ne4 19... Bxe4 20. Qxe4 20... Rad8 21. Rac1 21... b4 22. g4 22... Kg8 23. gxh5 23... Re6 24. Ng5 24... Rxe5 25. Qf4 25... Rd4 26. Qxf7+ 26... Qxf7 27. Nxf7 27... Rxh5 28. Rf3 28... Rg4+ 29. Kh1 29... Rgh4 30. Rc2 30... g5 31. Nd6 31... g4 32. Rg3 32... Kf8 33. Rf2+ 33... Ke7 34. Nf5+ 34... Ke6 35. Nxh4 35... Rxh4 36. Rf4 36... Ke5 37. Rgxg4 37... Rh6 38. Re4+ 38... Kf5 39. d4 39... cxd4 40. Rxd4 40... Re6 41. Rgf4+ 41... Kg6 42. c5 42... Kg5 43. Rf2 43... Re1+ 44. Kg2 44... Rc1 45. Rc4 45... Rd1 46. Rxb4 46... Rd8 47. Rc4 47... Rc8 48. b4 48... Rc6 49. a4 49... Kh5 50. b5 50... Rg6+ 51. Kh1 51... axb5 52. axb5 52... Rf6 53. Rxf6 53... h6 54. Rf1 54... Kg6 55. c6 55... h5 56. Rg1+ 56... Kh6 57. c7 57... h4 58. c8=Q 58... h3 59. Qh8#,58
Rated Bullet game,https://lichess.org/xfmq5EEK,2025.07.01,-,luis8730,Pablooo456,1-0,2025.07.01,00:00:32,1433,1409,+72,-4,C62,Ruy Lopez: Steinitz Defense,120+1,Normal,1. e4 1... e5 2. Nf3 2... Nc6 3. Bb5 3... d6 4. Nc3 4... Bd7 5. d3 5... h6 6. h3 6... Nf6 7. Be3 7... Be7 8. Bxc6 8... Bxc6 9. O-O 9... Qd7 10. a3?! 10... d5?? 11. exd5? 11... Nxd5 12. Nxe5 12... Qd6 13. Nxc6 13... Qxc6?! 14. Nxd5 14... Qxd5 15. Re1 15... O-O-O 16. Bxa7 16... b6? 17. Bxb6 17... cxb6? 18. Rxe7 18... Rd6 19. Qg4+ 19... f5 20. Qxg7 20... Rhd8 21. Rae1 21... Rg8 22. Rc7+ 22... Kb8 23. Rb7+ 23... Qxb7 24. Qxg8+ 24... Ka7 25. Qg3 25... Rd7 26. b4 26... Rg7 27. Qh2 27... f4 28. f3? 28... h5? 29. Re4 29... Qc6 30. c4 30... Qd7 31. Rxf4 31... Qxd3 32. Re4 32... Qd1+ 33. Kf2 33... Qd2+ 34. Re2 34... Re7?? 35. Rxd2 35... Rb7? 36. Qe5 36... Ka6 37. Qxh5 37... Ka7 38. c5 38... bxc5 39. Qxc5+ 39... Rb6 40. Rd7+ 40... Ka6 41. b5+ 41... Ka5 42. Ra7+ 42... Ra6 43. Rxa6#,42
Rated Bullet game,https://lichess.org/PYRsQ91T,2025.07.01,-,candelier,EwanMellor,0-1,2025.07.01,00:00:32,1764,1767,-6,+6,C41,Philidor Defense: Hanham Variation,120+1,Time forfeit,1. e4 1... d6 2. Nf3 2... e5 3. d4 3... Nd7 4. Bc4 4... Be7? 5. dxe5 5... dxe5? 6. Ng5?? 6... Bxg5 7. Qh5 7... g6 8. Qxg5 8... Qxg5 9. Bxg5 9... Ngf6 10. Nc3 10... O-O?! 11. O-O?! 11... Nh5? 12. Nd5 12... c6 13. Ne7+? 13... Kh8?! 14. Rad1 14... Nb6 15. Bb3? 15... Be6 16. Bxe6 16... fxe6 17. g4? 17... Nf4 18. Bxf4 18... exf4 19. Rd6 19... Rf7? 20. Rxe6 20... Re8?? 21. Nxg6+ 21... Kg7 22. Rxe8 22... hxg6 23. f3 23... Nc4,23
Rated Bullet game,https://lichess.org/Nc0aiRoY,2025.07.01,-,Matejbisevac1,Marcelogu,1-0,2025.07.01,00:00:32,1348,1348,+6,-5,A22,"English Opening: King's English Variation, Two Knights Variation, Reversed Dragon",120+1,Time forfeit,1. c4 1... e5 2. Nc3 2... Nf6 3. g3 3... d5 4. cxd5 4... Nxd5 5. Bg2 5... Nxc3 6. bxc3 6... Bf5 7. Nf3 7... e4 8. Nd4 8... Bg6 9. O-O 9... c5 10. Nb3 10... b6 11. Ba3 11... Nc6 12. e3 12... Ne5 13. Qc2 13... Nc4 14. Bb2 14... Nxb2 15. Qxb2 15... Qd3 16. Rad1 16... Rd8 17. f3 17... exf3 18. Bxf3 18... Be4 19. Bxe4 19... Qxe4 20. Rf2 20... Bd6 21. Rdf1 21... O-O 22. Nc1 22... Be5 23. Ne2 23... Qd3 24. Nf4 24... Bxf4 25. gxf4 25... Qg6+ 26. Kh1 26... Qe4+ 27. Kg1 27... Rd3 28. Qa3 28... a5 29. Qb2 29... Rfd8 30. Rd1 30... Qe6 31. Qb5 31... Rxe3 32. Rff1 32... Qg4+ 33. Kh1 33... Red3 34. Qxb6 34... Qf5 35. Qxa5 35... Qe4+ 36. Kg1 36... Qe2 37. Qxc5,36
Rated Bullet game,https://lichess.org/y2GMsZO3,2025.07.01,-,savageactual,RobertPearson,1-0,2025.07.01,00:00:32,1524,1543,+6,-6,B20,Sicilian Defense: Staunton-Cochrane Variation,120+1,Time forfeit,1. e4 1... c5 2. c4 2... Nc6 3. Nf3 3... e6 4. Nc3 4... Nf6 5. d3 5... Be7 6. Bg5 6... d5 7. exd5 7... exd5 8. Bxf6 8... Bxf6 9. Nxd5 9... O-O 10. Rb1 10... Bg4 11. Be2 11... Qa5+ 12. Nc3 12... Bxc3+ 13. bxc3 13... Qxc3+ 14. Qd2 14... Qxd2+ 15. Kxd2 15... b6 16. Rhd1 16... Rfe8 17. Ke1 17... Rad8 18. Kf1 18... Bf5 19. Kg1 19... Nd4 20. Nxd4 20... Rxd4 21. Bf3 21... Rxd3 22. Rxd3 22... Bxd3 23. Rd1 23... Bxc4 24. Ra1 24... h6 25. h3 25... g5 26. Bh5 26... Kg7 27. a4 27... Rd8 28. a5 28... bxa5 29. Rxa5 29... a6 30. Rxc5 30... Bb5 31. Rc7 31... Rf8 32. Ra7 32... Kf6 33. Bg4 33... Ke5 34. g3 34... f5 35. Bf3 35... Rc8 36. g4 36... f4 37. Kg2 37... Bc6 38. Rxa6,37
Rated Bullet game,https://lichess.org/CdLc0Zg8,2025.07.01,-,B6C,jperkins,0-1,2025.07.01,00:00:32,1100,1119,-6,+6,A07,King's Indian Attack,120+1,Normal,1. Nf3 1... d5 2. g3 2... Nc6 3. Bg2 3... e5 4. d3 4... f5 5. Bg5 5... Be7 6. Bxe7 6... Qxe7 7. Nbd2 7... e4 8. dxe4 8... fxe4 9. Nd4 9... Nxd4 10. O-O 10... Bf5 11. c3 11... Ne6 12. Nb3 12... O-O-O 13. Nd4 13... g6 14. Nxe6 14... Qxe6 15. a4 15... Bh3 16. Qd4 16... Bxg2 17. Kxg2 17... Qf6 18. Qxa7 18... Ne7 19. Qd4 19... Qxd4 20. cxd4 20... Nf5 21. e3 21... h5 22. h4 22... Rhg8 23. a5 23... g5 24. hxg5 24... Rxg5 25. Kh3 25... Rh8 26. a6 26... bxa6 27. Rxa6 27... Kd7 28. Rc1 28... h4 29. Rc5 29... hxg3+ 30. Kg2 30... Rh2+ 31. Kf1 31... g2+ 32. Kg1 32... Rh1#,32
